id;Severity;age_classes;day_week;DEFORMED_classes;m_harm_classes;hour;impact1_classes;lgt_cond;make;man_coll;month;p_crash1;pcrash4;pcrash5;rel_road;reljct1;reljct2;rest_use;sex;speed_classes;typ_int;valign;vnum_lan;vsurcond;vtrafway;weather_classes
28870;1;10;5;4;1;13;13;1;7.0;4;10;1;2;2;1;0;2;1.0;1.0;4;2;2;3;2;4;1
28873;1;9;7;4;5;22;12;2;7.0;5;10;1;2;2;1;0;1;3.0;2.0;4;1;2;7;2;4;1
28874;1;9;7;4;5;22;12;2;7.0;5;10;1;2;3;1;0;1;3.0;2.0;4;1;2;7;2;4;1
28875;0;8;7;4;5;22;1;2;4.0;5;10;1;2;2;1;0;1;3.0;1.0;4;1;2;7;2;4;1
28876;0;8;7;4;5;22;1;2;4.0;5;10;1;2;3;1;0;1;3.0;1.0;4;1;2;7;2;4;1
28880;0;10;4;3;5;16;1;1;2.0;1;10;1;2;2;1;0;8;1.0;1.0;2;1;2;5;2;4;1
28886;1;8;3;4;1;16;10;1;7.0;4;10;1;2;2;1;0;2;1.0;1.0;3;3;2;5;2;3;1
28888;0;4;3;3;1;8;12;1;2.0;5;10;1;2;2;1;0;2;1.0;1.0;4;2;2;4;2;4;1
28890;0;4;7;3;5;14;1;1;2.0;1;11;1;2;2;1;0;1;1.0;1.0;4;1;2;7;2;3;1
28894;1;6;4;4;1;21;11;2;2.0;4;11;1;2;2;1;0;8;1.0;1.0;3;1;2;3;2;2;1
28896;0;6;4;4;1;7;13;1;8.0;3;12;1;2;2;1;0;2;3.0;1.0;4;2;2;3;2;3;1
28900;0;3;6;4;5;21;13;2;10.0;1;11;8;2;3;4;0;1;1.0;1.0;3;1;4;3;2;2;1
28901;0;9;3;3;5;17;1;5;4.0;1;12;1;3;2;1;0;2;1.0;1.0;4;3;2;7;2;3;1
28902;0;8;1;4;1;22;13;2;7.0;1;12;1;2;2;1;0;1;3.0;1.0;4;1;2;3;2;2;1
28903;0;9;4;3;1;22;2;3;2.0;7;11;1;3;2;1;0;2;3.0;1.0;2;2;2;4;2;5;1
28906;0;4;3;4;5;9;1;1;4.0;1;12;8;3;2;1;0;3;1.0;1.0;4;3;4;3;2;4;1
28911;0;10;1;3;1;24;21;1;7.0;5;12;1;2;2;1;0;1;1.0;1.0;4;1;2;5;2;3;1
28915;1;8;3;4;1;16;7;1;7.0;2;12;1;2;2;1;0;2;3.0;1.0;4;2;2;5;2;3;1
28922;0;11;4;4;1;10;7;1;8.0;2;2;5;2;2;1;0;1;2.0;1.0;2;1;5;3;2;3;3
28927;0;6;6;3;1;11;18;1;7.0;4;5;1;2;2;1;0;2;1.0;1.0;3;2;2;4;2;2;1
28946;0;6;4;4;1;16;13;1;2.0;2;4;1;2;2;1;0;1;1.0;1.0;3;1;2;4;2;4;1
28949;0;5;5;2;1;17;21;1;7.0;4;6;1;2;2;1;0;8;2.0;1.0;2;1;2;5;2;2;1
28952;0;5;7;4;1;16;13;1;4.0;4;4;1;3;2;1;0;8;1.0;1.0;3;1;2;3;2;4;1
28964;0;10;7;4;5;18;1;1;2.0;1;4;1;2;2;1;0;1;1.0;1.0;4;1;2;5;3;4;1
28969;1;5;2;4;1;15;13;1;4.0;4;5;1;2;2;1;0;2;1.0;1.0;3;2;2;3;2;4;3
28970;1;5;2;4;1;15;13;1;4.0;4;5;1;2;2;1;0;2;1.0;1.0;4;2;2;3;2;4;3
28971;1;4;2;4;1;15;13;1;4.0;4;5;1;2;2;1;0;2;1.0;1.0;3;2;2;3;2;4;3
28972;1;4;2;4;1;15;13;1;4.0;4;5;1;2;2;1;0;2;1.0;1.0;4;2;2;3;2;4;3
28992;0;9;7;4;1;11;7;1;7.0;2;6;2;2;2;1;0;3;1.0;1.0;2;2;2;3;2;4;3
29002;1;8;6;4;1;20;7;5;2.0;2;7;2;2;2;1;0;1;1.0;1.0;5;1;2;3;2;4;1
29009;0;6;1;4;1;22;1;3;4.0;1;8;1;3;2;1;0;3;2.0;1.0;4;2;2;3;2;2;1
29012;1;8;5;4;1;17;13;1;2.0;2;8;1;2;2;1;0;1;1.0;1.0;4;1;2;4;3;4;1
29016;1;7;5;4;1;14;13;1;4.0;4;5;1;3;2;1;0;2;1.0;1.0;3;2;2;3;2;2;1
29017;0;10;2;2;5;18;1;1;7.0;1;6;8;2;3;4;0;1;2.0;1.0;5;1;4;3;2;2;1
29020;0;5;7;2;5;19;1;1;7.0;1;4;1;3;2;1;0;8;2.0;1.0;4;1;2;3;2;2;1
29027;0;7;2;2;5;20;1;1;2.0;1;6;8;2;3;4;0;1;2.0;1.0;4;1;4;3;2;2;1
29031;1;3;5;4;1;5;13;2;4.0;4;6;1;2;2;1;0;2;2.0;1.0;4;3;2;3;2;2;1
29032;0;8;7;2;1;15;13;1;2.0;1;6;1;2;2;1;0;1;2.0;1.0;4;1;2;3;2;2;1
29040;0;5;1;2;2;24;13;2;7.0;1;8;1;2;2;1;0;1;2.0;1.0;5;1;2;3;2;4;1
29051;1;7;2;4;1;23;13;3;4.0;2;8;1;2;2;1;0;1;2.0;1.0;6;1;2;3;2;5;1
29055;0;7;7;4;1;17;13;1;2.0;4;8;1;2;2;1;0;8;2.0;1.0;4;1;2;3;2;2;1
29056;0;7;7;4;5;9;1;1;4.0;1;8;1;3;3;4;0;1;2.0;1.0;4;1;2;3;2;3;1
29060;0;6;6;2;5;18;1;1;2.0;1;8;8;3;3;4;0;1;2.0;1.0;4;1;4;3;2;2;1
29069;0;8;6;4;4;19;13;1;1.0;1;9;8;2;3;4;0;1;2.0;1.0;4;1;4;3;2;2;1
29070;0;4;4;2;5;20;1;1;2.0;1;7;1;2;2;1;0;1;2.0;1.0;4;1;2;3;3;2;1
29077;0;5;4;4;1;12;13;1;4.0;2;10;1;2;2;1;0;1;2.0;1.0;5;1;2;4;2;4;3
29084;0;10;2;2;1;18;13;5;2.0;1;10;1;2;2;1;0;1;2.0;1.0;4;1;2;3;2;2;1
29089;0;7;7;4;1;22;13;2;7.0;2;11;1;2;2;1;0;1;2.0;1.0;4;1;2;3;2;2;1
29090;0;7;7;3;1;22;13;2;7.0;2;11;2;2;2;1;0;1;2.0;1.0;4;1;2;3;2;2;1
29091;0;6;7;4;1;22;7;2;7.0;2;11;1;2;2;1;0;1;2.0;1.0;4;1;2;3;2;2;1
29092;0;6;7;3;1;22;7;2;7.0;2;11;2;2;2;1;0;1;2.0;1.0;4;1;2;3;2;2;1
29094;0;10;7;2;1;12;7;1;7.0;2;11;5;2;2;1;1;3;2.0;1.0;2;3;2;2;2;7;1
29095;1;5;5;4;5;11;1;1;7.0;1;10;7;3;3;3;0;1;2.0;1.0;4;1;2;3;2;3;3
29102;1;5;1;4;1;4;13;2;7.0;4;11;1;3;2;1;0;2;2.0;1.0;3;3;2;3;2;3;3
29105;0;8;7;2;5;11;1;1;7.0;1;12;2;2;2;1;0;3;2.0;1.0;2;2;2;3;2;3;1
29115;0;3;5;4;1;9;7;1;4.0;2;7;2;2;2;1;0;3;2.0;1.0;2;3;2;4;2;3;3
29125;0;9;4;4;1;8;10;1;8.0;4;9;1;2;2;1;0;2;2.0;1.0;3;3;2;3;2;3;3
29133;1;10;7;4;1;14;13;1;8.0;4;12;1;2;2;1;0;2;2.0;1.0;3;3;2;3;2;2;3
29334;1;4;7;2;1;17;12;1;2.0;6;8;8;3;2;1;0;1;3.0;1.0;3;1;3;3;2;2;1
29335;1;4;7;2;1;17;12;1;2.0;6;8;8;2;2;1;0;1;3.0;1.0;3;1;4;3;2;2;1
29341;0;7;7;2;3;17;18;1;7.0;1;8;8;2;3;4;0;3;3.0;1.0;2;2;2;3;2;2;1
29347;0;5;3;4;1;20;7;3;4.0;2;8;4;2;2;1;0;3;3.0;1.0;2;2;2;3;2;3;1
29356;1;5;7;2;1;13;13;1;4.0;4;7;8;2;6;1;0;3;1.0;1.0;2;3;1;1;1;1;1
29357;1;5;7;4;1;13;13;1;4.0;4;7;1;3;2;1;0;3;1.0;1.0;3;3;2;3;2;6;1
29360;0;9;1;4;3;20;15;5;7.0;1;8;8;2;3;4;0;1;3.0;1.0;3;1;3;3;2;2;1
29363;1;6;3;2;1;17;7;1;4.0;2;8;1;2;2;1;0;8;4.0;1.0;3;1;2;5;2;2;1
29364;1;6;3;4;1;17;7;1;4.0;2;8;5;2;2;1;0;8;4.0;1.0;2;1;2;5;2;2;1
29365;1;6;3;2;1;17;7;1;4.0;2;8;5;2;2;1;0;8;4.0;1.0;2;1;2;5;2;2;1
29367;1;9;2;3;1;11;13;1;7.0;3;10;8;2;2;1;0;2;1.0;1.0;2;4;2;3;2;2;1
29372;0;4;1;4;1;18;13;1;1.0;2;4;1;2;2;1;0;1;4.0;1.0;5;1;2;5;2;4;3
29413;0;2;3;2;5;16;1;1;2.0;1;5;1;3;2;1;0;1;4.0;1.0;3;1;2;5;2;5;1
29421;0;2;7;2;1;18;13;1;8.0;2;6;5;2;2;1;0;1;4.0;1.0;2;1;2;3;2;2;1
29445;1;10;6;2;1;12;13;1;7.0;2;7;5;2;2;1;0;3;4.0;1.0;2;3;2;3;2;2;1
29463;0;4;6;2;1;20;13;3;2.0;2;8;5;2;2;1;0;3;4.0;1.0;2;3;2;3;2;2;1
29466;1;7;6;2;1;16;13;1;7.0;2;10;5;2;2;1;0;1;4.0;1.0;2;1;2;3;2;4;1
29499;0;7;6;2;1;14;13;1;2.0;2;6;5;2;2;1;0;1;2.0;1.0;2;1;2;3;2;4;1
29520;0;4;1;2;1;12;13;1;7.0;4;8;5;2;2;1;0;2;3.0;1.0;2;2;2;3;2;2;1
29525;0;5;3;2;1;16;13;1;7.0;2;8;5;2;2;1;0;3;3.0;1.0;2;3;2;3;2;4;1
29559;0;4;6;4;1;16;13;1;4.0;4;1;1;2;2;1;0;2;3.0;1.0;3;2;2;3;2;2;1
29560;0;4;6;3;1;16;13;1;4.0;4;1;1;2;2;1;0;2;3.0;1.0;3;2;2;3;2;2;1
29568;0;6;4;3;1;10;13;1;7.0;2;2;8;2;2;1;0;2;3.0;1.0;2;2;2;4;2;4;1
29569;0;6;4;4;1;10;13;1;7.0;2;2;1;2;2;1;0;2;3.0;1.0;3;2;2;4;2;4;1
29571;0;4;2;2;1;18;1;3;4.0;1;2;5;2;2;1;0;3;3.0;1.0;2;3;2;4;2;4;1
29574;0;8;7;2;1;16;13;1;7.0;4;2;8;2;2;1;0;2;4.0;1.0;2;2;2;5;2;3;1
29575;0;8;7;3;1;16;13;1;7.0;4;2;1;2;2;1;0;2;4.0;1.0;2;2;2;3;2;4;1
29578;1;4;5;4;1;1;11;3;2.0;5;2;1;2;2;1;0;1;1.0;1.0;4;1;2;6;2;4;1
29579;1;4;5;3;1;1;11;3;2.0;5;2;7;2;2;1;0;1;1.0;1.0;4;1;2;6;2;4;1
29583;0;5;5;3;3;3;13;3;10.0;1;3;8;2;3;4;0;5;3.0;1.0;5;1;3;3;2;7;1
29586;0;3;2;2;1;14;1;1;7.0;1;4;4;2;2;1;0;8;2.0;1.0;2;1;1;1;1;1;1
29587;0;3;2;3;1;14;1;1;7.0;1;4;1;2;2;1;0;8;2.0;1.0;3;1;2;5;2;5;1
29598;0;7;2;3;1;12;13;1;2.0;4;5;8;2;2;1;0;8;3.0;1.0;2;1;1;1;1;1;1
29599;0;7;2;3;1;12;13;1;2.0;4;5;1;2;2;1;0;8;3.0;1.0;3;1;2;3;2;2;1
29602;0;4;7;2;1;18;13;1;7.0;3;5;8;2;2;1;0;8;3.0;1.0;2;1;2;7;2;2;1
29603;0;4;7;4;1;18;13;1;7.0;3;5;1;2;2;1;0;8;3.0;1.0;3;1;2;7;2;2;1
29607;0;7;2;4;5;24;1;3;2.0;1;7;1;3;2;1;0;1;3.0;1.0;3;1;2;5;2;3;1
29608;0;7;1;1;5;11;1;1;4.0;1;7;1;2;2;1;0;1;3.0;1.0;3;1;2;3;2;2;1
29609;0;7;1;1;1;11;1;1;4.0;1;7;2;2;2;1;0;1;3.0;1.0;2;1;2;3;2;2;1
29612;0;7;7;4;1;20;13;3;10.0;2;9;1;2;2;1;0;1;3.0;1.0;4;1;2;5;2;4;1
29613;0;7;7;3;1;20;13;3;10.0;2;9;1;2;2;1;0;1;3.0;1.0;3;1;2;5;2;4;1
29627;0;4;5;3;1;20;21;3;2.0;5;11;7;2;2;1;0;2;1.0;1.0;3;2;2;4;3;4;1
29628;0;4;5;3;1;20;21;3;2.0;5;11;1;2;2;1;0;2;1.0;1.0;3;2;2;4;3;4;1
29629;0;8;5;3;5;16;1;1;7.0;1;12;1;3;2;1;0;3;3.0;1.0;3;2;2;3;2;2;1
29632;0;3;5;4;5;15;1;1;10.0;1;7;1;2;2;1;0;1;4.0;1.0;4;1;2;3;2;2;1
29636;0;7;1;3;1;8;21;1;8.0;1;8;8;3;3;4;0;1;4.0;1.0;4;1;4;3;2;2;1
29637;0;5;3;3;1;22;18;3;7.0;4;8;8;2;2;1;0;8;4.0;1.0;3;1;2;5;2;5;1
29638;0;5;3;4;1;22;18;3;7.0;4;8;1;2;2;1;0;8;4.0;1.0;4;1;2;5;2;5;1
29645;0;3;5;2;1;17;13;1;2.0;2;8;5;2;2;1;0;1;4.0;1.0;2;1;2;5;2;4;1
29654;0;3;4;2;1;18;4;1;1.0;4;9;8;2;2;1;0;2;4.0;1.0;4;3;2;3;2;2;1
29655;0;3;4;2;1;18;4;1;1.0;4;9;8;2;2;1;0;2;4.0;1.0;4;3;2;3;2;2;1
29656;0;10;2;2;5;9;1;1;7.0;1;9;1;3;2;1;0;3;4.0;1.0;3;2;2;3;3;4;1
29662;0;4;6;2;1;19;7;2;10.0;2;10;5;2;2;1;0;3;4.0;1.0;2;3;2;3;2;2;1
29668;0;4;5;3;5;17;1;3;2.0;1;11;1;2;3;4;0;3;4.0;1.0;3;3;2;5;2;2;1
29675;0;5;6;3;1;9;13;1;2.0;4;1;8;2;2;1;0;3;4.0;1.0;4;2;2;3;3;3;1
29676;0;5;6;4;1;9;13;1;2.0;4;1;5;2;2;1;0;3;4.0;1.0;2;2;2;3;3;3;1
29677;0;5;6;2;1;9;13;1;2.0;4;1;5;2;2;1;0;3;4.0;1.0;2;2;2;3;3;3;1
29678;0;5;7;2;1;18;13;2;10.0;1;1;1;2;2;1;0;1;4.0;1.0;4;1;2;3;2;2;1
29679;0;9;3;4;1;12;18;1;3.0;5;1;7;2;2;1;1;2;4.0;1.0;5;4;3;5;2;4;1
29680;0;9;3;2;1;12;18;1;3.0;5;1;8;2;2;1;1;2;4.0;1.0;5;4;4;5;2;4;1
29681;1;11;6;2;1;17;13;1;2.0;4;2;1;2;2;1;0;1;4.0;1.0;4;1;2;3;2;2;1
29682;1;11;6;3;1;17;13;1;2.0;4;2;1;2;2;1;0;1;4.0;1.0;4;1;2;3;2;2;1
29683;0;11;5;2;1;11;18;1;2.0;5;2;1;2;2;1;0;1;4.0;1.0;4;1;2;3;2;3;1
29684;0;11;5;2;1;11;18;1;2.0;5;2;7;2;2;1;0;1;4.0;1.0;4;1;2;3;2;3;1
29691;0;4;7;2;1;21;13;2;2.0;4;4;8;2;2;1;0;8;4.0;1.0;2;1;2;3;2;2;1
29692;0;4;7;3;1;21;13;2;2.0;4;4;1;3;2;1;0;8;4.0;1.0;4;1;2;3;2;2;1
29700;0;10;5;2;1;10;18;1;2.0;5;4;8;2;2;1;0;2;4.0;1.0;2;2;2;3;2;7;1
29701;0;10;5;2;1;10;18;1;2.0;5;4;8;2;2;1;0;2;4.0;1.0;2;2;2;3;2;7;1
29702;0;6;6;3;5;15;1;1;10.0;1;4;1;2;2;1;0;1;4.0;1.0;4;1;2;6;2;4;1
29713;0;5;4;2;1;15;13;1;10.0;4;5;1;2;2;1;0;8;4.0;1.0;4;1;2;4;2;3;1
29714;0;5;4;3;1;15;13;1;10.0;4;5;8;3;6;1;0;8;4.0;1.0;3;1;2;3;2;2;1
29717;0;4;4;2;5;20;1;1;7.0;1;6;1;2;2;1;0;3;4.0;1.0;4;3;2;3;2;3;1
29721;0;7;2;2;3;23;18;2;8.0;1;6;1;2;3;4;0;1;4.0;1.0;3;1;2;3;2;2;1
29722;0;6;6;2;5;16;1;1;10.0;1;6;7;2;2;1;0;1;4.0;1.0;3;1;2;3;2;3;1
29723;0;7;1;2;5;21;1;3;2.0;1;6;1;2;2;1;0;8;4.0;1.0;3;1;2;3;3;3;1
29728;0;12;7;2;1;9;13;1;7.0;1;7;8;2;2;1;0;1;4.0;1.0;4;1;3;3;2;2;1
29739;0;7;2;2;1;21;21;2;7.0;5;5;5;2;2;1;0;1;1.0;1.0;2;1;4;3;2;2;1
29753;0;3;7;4;1;15;7;1;4.0;2;8;5;2;2;1;0;3;1.0;1.0;2;2;2;8;2;3;1
29765;0;6;5;4;1;17;7;1;2.0;2;9;5;2;2;1;0;3;1.0;1.0;2;3;2;3;2;2;1
29775;0;8;6;1;1;8;4;1;7.0;4;9;5;2;2;1;0;1;1.0;2.0;2;1;2;3;2;2;1
29797;1;3;7;2;1;10;13;1;2.0;2;4;5;2;2;1;0;1;1.0;1.0;2;1;2;3;3;2;1
29799;1;5;2;4;5;20;1;2;2.0;1;1;7;3;2;1;0;1;1.0;1.0;6;1;2;3;2;2;1
29800;0;6;7;2;1;13;13;1;2.0;3;4;8;2;2;1;0;2;4.0;1.0;2;2;2;3;2;2;1
29801;0;6;7;2;1;13;13;1;2.0;3;4;1;2;2;1;0;2;4.0;1.0;3;2;2;3;2;2;1
29802;0;6;2;2;1;18;13;1;4.0;4;4;8;2;2;1;0;2;1.0;1.0;3;3;2;3;2;2;1
29803;0;6;2;4;1;18;13;1;4.0;4;4;1;2;2;1;0;2;1.0;1.0;4;3;2;4;2;3;1
29804;0;5;1;2;4;1;13;2;10.0;1;5;1;2;3;4;0;3;1.0;1.0;4;3;2;3;2;2;1
29808;0;11;6;3;5;12;1;1;7.0;1;5;8;3;2;1;0;1;3.0;1.0;4;1;4;3;2;2;1
29809;1;3;2;4;1;14;13;1;10.0;3;5;8;2;2;1;0;2;1.0;1.0;3;4;2;3;2;2;1
29810;1;3;2;4;1;14;13;1;10.0;3;5;1;2;2;1;0;2;1.0;1.0;4;4;2;3;2;2;1
29814;0;3;6;4;1;18;13;1;10.0;2;8;1;2;2;1;0;3;1.0;1.0;3;2;2;3;2;2;1
29815;0;3;6;3;1;18;13;1;10.0;2;8;5;2;2;1;0;3;1.0;1.0;2;2;2;3;2;2;1
29816;0;6;4;4;4;20;3;3;7.0;1;7;1;2;3;4;0;1;1.0;1.0;4;1;4;3;2;2;1
29817;0;10;4;4;3;15;13;1;2.0;1;7;8;2;3;3;0;3;2.0;1.0;3;2;2;3;2;4;1
29823;1;9;7;4;5;10;1;1;7.0;1;8;1;3;3;4;0;1;1.0;2.0;4;1;2;3;2;2;1
29824;0;5;2;3;5;21;1;2;4.0;1;9;8;2;3;4;0;1;1.0;1.0;3;1;3;3;2;2;1
29825;1;9;5;2;1;18;13;1;7.0;3;9;8;2;2;1;0;2;1.0;1.0;2;3;2;3;2;2;1
29826;1;9;5;4;1;18;13;1;7.0;3;9;1;2;2;1;0;2;1.0;1.0;4;3;2;3;2;2;1
29827;1;3;2;4;1;7;13;1;2.0;3;9;1;2;2;1;0;2;1.0;1.0;4;3;2;3;2;2;1
29828;1;3;2;2;1;7;13;1;2.0;3;9;8;2;2;1;0;2;1.0;1.0;2;3;2;3;2;2;1
29829;0;3;5;2;5;21;1;1;8.0;1;9;1;2;2;1;0;3;1.0;1.0;4;2;2;4;2;3;1
29832;1;7;7;4;5;16;1;1;2.0;1;11;8;2;2;1;0;1;3.0;1.0;4;1;3;3;2;2;1
29836;1;10;3;2;1;9;13;1;7.0;4;11;8;2;6;1;0;8;1.0;1.0;2;1;1;1;1;1;1
29837;1;10;3;4;1;9;13;1;7.0;4;11;1;2;2;1;0;8;1.0;1.0;3;1;2;5;2;5;1
29839;0;8;3;4;1;20;13;2;2.0;1;12;1;2;2;1;0;1;1.0;1.0;4;1;2;3;2;2;1
29953;0;8;6;3;1;15;13;1;7.0;2;3;5;2;2;1;0;3;4.0;1.0;2;2;2;6;2;5;1
29960;0;7;1;4;1;21;21;3;7.0;4;5;8;2;3;1;0;3;3.0;1.0;3;2;2;5;2;2;1
29961;0;7;1;3;1;21;21;3;7.0;4;5;1;2;2;1;0;3;3.0;1.0;3;2;4;5;2;2;1
29963;0;3;5;2;5;15;1;1;2.0;1;5;1;3;2;1;0;1;3.0;2.0;3;1;2;4;2;2;1
29969;0;6;6;2;1;17;12;1;4.0;5;6;7;2;2;1;0;1;4.0;1.0;3;1;2;4;2;3;1
29970;0;6;6;2;1;17;12;1;4.0;5;6;7;2;2;1;0;1;4.0;1.0;3;1;2;4;2;3;1
29973;0;6;1;4;5;14;1;1;7.0;1;8;1;2;3;4;0;1;4.0;1.0;4;1;4;3;2;2;1
29975;0;9;7;4;5;12;1;1;8.0;1;9;1;3;3;4;0;1;4.0;1.0;3;1;4;3;2;2;1
29976;0;9;4;3;1;18;13;3;7.0;4;10;8;2;2;1;0;2;3.0;1.0;3;2;2;4;2;4;1
29977;0;9;4;4;1;18;13;3;7.0;4;10;1;2;2;1;0;2;3.0;1.0;4;2;2;4;2;4;1
29979;1;7;1;4;1;17;13;3;7.0;2;11;7;2;2;1;0;1;3.0;1.0;5;1;4;4;2;3;1
29980;1;7;1;3;1;17;13;3;7.0;2;11;8;2;2;1;0;1;3.0;1.0;5;1;4;4;2;3;1
29983;0;10;7;4;5;12;1;1;7.0;1;2;8;3;3;1;0;1;4.0;1.0;5;1;4;3;2;4;1
29984;0;12;5;4;1;15;1;1;2.0;1;1;8;2;2;1;0;8;3.0;1.0;2;1;1;1;1;1;1
29987;0;4;7;4;5;16;1;1;4.0;1;2;8;2;3;4;0;1;4.0;1.0;4;1;4;3;9;2;1
29989;1;9;5;4;4;14;13;1;7.0;1;3;8;2;3;4;0;1;4.0;1.0;3;1;4;4;2;2;1
29994;1;4;7;4;5;9;1;1;10.0;1;4;7;2;3;4;0;1;4.0;1.0;5;1;4;3;2;2;1
30002;0;9;7;2;1;9;2;1;7.0;5;5;1;2;2;1;0;8;3.0;1.0;3;1;2;5;2;5;1
30004;0;10;7;4;5;13;1;1;7.0;1;5;7;2;3;3;0;1;3.0;1.0;4;1;3;3;2;4;1
30005;0;10;1;4;5;17;1;1;7.0;1;5;8;2;3;4;0;1;4.0;2.0;5;1;4;3;2;4;1
30022;0;10;2;4;5;11;1;1;10.0;1;9;1;3;2;1;0;1;4.0;1.0;3;1;4;3;3;2;1
30023;0;6;7;4;2;17;13;1;7.0;1;9;1;2;2;1;0;1;3.0;1.0;4;1;2;3;2;2;1
30033;0;4;5;4;1;15;13;1;10.0;2;11;1;2;2;1;0;1;1.0;1.0;4;1;2;4;2;2;1
30034;0;4;5;1;1;15;13;1;10.0;2;11;2;2;2;1;0;1;1.0;1.0;4;1;2;4;2;2;1
30040;1;5;5;4;5;15;1;1;4.0;1;2;8;3;5;1;0;3;4.0;1.0;3;3;2;3;2;2;1
30055;0;4;5;2;5;13;1;1;2.0;1;3;8;2;2;1;0;3;4.0;2.0;2;2;2;3;2;3;1
30059;0;8;1;4;5;13;1;1;4.0;1;3;1;3;3;4;0;1;3.0;1.0;5;1;2;3;2;4;1
30060;1;13;5;2;1;19;7;3;8.0;2;3;1;2;2;1;0;1;4.0;1.0;2;1;2;3;2;4;1
30064;0;5;5;3;5;8;1;1;11.0;1;4;7;3;2;1;0;8;4.0;1.0;4;1;2;4;2;3;1
30101;0;7;2;2;1;10;7;1;7.0;2;4;1;2;2;1;0;3;4.0;1.0;2;2;2;4;2;3;1
30102;0;7;2;3;1;10;7;1;7.0;2;4;5;2;2;1;0;3;4.0;1.0;2;2;2;4;2;3;1
30116;0;7;2;2;1;5;13;1;7.0;4;6;8;2;2;1;0;2;4.0;1.0;2;3;2;3;2;3;1
30117;0;7;2;4;1;5;13;1;7.0;4;6;1;2;2;1;0;2;4.0;1.0;4;3;2;3;2;3;1
30118;1;9;2;3;5;15;1;1;4.0;1;3;1;3;2;1;0;3;3.0;2.0;3;3;2;3;2;2;1
30129;1;7;7;4;1;17;13;1;4.0;2;9;1;3;2;1;0;3;3.0;2.0;4;2;2;5;2;2;1
30134;1;9;7;4;1;16;23;1;10.0;4;10;1;3;2;1;0;2;3.0;1.0;2;2;2;3;2;2;1
30138;1;7;7;4;5;17;1;3;10.0;1;11;1;3;3;4;0;1;3.0;1.0;2;1;2;3;9;2;1
30139;1;3;2;2;1;12;13;1;7.0;2;12;1;2;2;1;0;3;3.0;1.0;2;2;2;5;2;5;1
30142;1;4;3;4;5;8;1;1;4.0;1;12;8;2;2;1;0;2;4.0;1.0;3;3;4;3;2;5;1
30148;0;11;1;2;1;9;13;1;7.0;4;12;1;2;2;1;0;2;3.0;1.0;2;2;2;3;2;2;1
30292;0;3;5;2;5;15;1;1;1.0;1;3;8;2;2;1;0;1;3.0;1.0;3;1;3;3;2;2;1
30293;0;5;1;4;5;15;1;1;7.0;1;4;1;2;2;1;0;8;4.0;1.0;4;1;2;3;2;2;1
30294;0;4;5;3;1;4;13;2;4.0;1;5;1;2;2;1;0;1;4.0;1.0;5;1;2;3;2;3;1
30297;0;5;3;4;2;19;13;1;8.0;1;5;8;2;3;4;0;1;4.0;1.0;5;1;3;3;2;2;1
30299;0;4;7;4;5;16;1;1;2.0;1;6;8;2;3;4;0;1;1.0;1.0;3;1;4;3;2;2;1
30300;0;9;6;4;5;18;1;1;2.0;1;6;8;3;2;1;0;1;3.0;1.0;4;1;4;3;2;2;1
30309;0;8;7;2;1;15;4;1;7.0;5;7;8;2;2;1;0;2;3.0;1.0;2;2;2;3;2;6;1
30310;0;8;7;4;1;15;4;1;7.0;5;7;1;2;2;1;0;2;3.0;1.0;2;2;2;3;2;6;1
30313;1;4;5;2;5;13;1;1;8.0;1;8;1;2;2;1;0;1;4.0;1.0;3;1;2;3;2;2;1
30314;0;7;5;4;1;5;22;2;2.0;1;8;1;2;2;1;0;1;4.0;1.0;4;1;2;3;2;2;1
30316;1;9;7;4;1;16;13;1;7.0;2;8;8;2;2;1;0;3;3.0;1.0;2;3;4;3;2;2;1
30318;0;7;7;4;1;16;7;1;7.0;2;8;8;2;2;1;0;3;3.0;2.0;2;3;4;3;2;2;1
30320;0;8;6;4;1;1;13;2;7.0;1;9;1;2;3;4;0;1;3.0;2.0;4;1;2;3;2;2;1
30322;0;3;3;4;1;16;12;1;7.0;4;9;1;2;2;1;0;2;3.0;1.0;2;2;2;3;2;2;1
30323;0;3;3;4;1;16;12;1;7.0;4;9;1;2;2;1;0;2;3.0;1.0;4;2;2;3;2;2;1
30324;1;8;1;4;1;12;13;1;7.0;1;9;1;2;2;1;0;1;3.0;2.0;4;1;2;3;2;2;1
30327;0;8;1;4;5;19;1;5;7.0;1;10;1;2;3;4;0;1;4.0;1.0;4;1;2;3;2;2;1
30329;1;3;7;4;1;20;13;2;2.0;4;9;8;2;2;1;0;8;4.0;1.0;2;1;2;3;2;2;1
30338;0;7;4;2;5;16;1;1;4.0;1;4;1;2;3;1;0;1;3.0;1.0;3;1;3;3;2;2;1
30339;0;6;1;4;1;22;13;2;10.0;1;4;1;2;2;1;0;1;4.0;1.0;5;1;2;3;2;2;1
30340;0;7;2;3;2;16;1;1;2.0;1;4;1;2;2;1;0;1;4.0;1.0;2;1;2;5;2;2;1
30341;0;3;7;2;1;24;13;3;2.0;2;4;1;2;2;1;0;1;4.0;1.0;2;1;2;3;2;3;1
30342;0;3;7;2;1;24;13;3;2.0;2;4;1;2;2;1;0;1;4.0;1.0;3;1;2;3;2;3;1
30349;0;5;3;3;1;8;13;1;7.0;1;6;1;2;2;1;0;1;1.0;1.0;4;1;2;3;2;2;1
